ID;Fichier;Lignes;Niveau;Constat;Preuve;Action_proposee;Priorite
CODE-178;scripts/check-ecrans.js;161;MOYEN;L'enveloppement par un <label> est testé sur la PREMIÈRE occurrence du texte de balise , deux champs au balisage identique font juger le second sur la position du premier.;extrait verifie ligne 161 : var i = html.indexOf(c),;Suivre l'index rendu par le match global au lieu de rechercher la chaîne.;P2
CODE-179;scripts/check-ecrans.js;57;BON;Cliquet chiffré, mesuré par le contrôle lui-même et daté dans son historique, avec le motif du refus de grep.;extrait verifie ligne 57 : var PLAFOND_STYLE_INLINE = 25,;Conserver.;P3
CODE-180;scripts/check-mode-essai.js;38;MOYEN;Le bloc court jusqu'à la fin du fichier : un « **État : EN VIGUEUR** » appartenant à une décision postérieure à D-018 maintiendrait la porte active à tort.;extrait verifie ligne 38 : var bloc = dec.slice(dec.indexOf('## D-018')),;Borner le slice au prochain `\n## ` après D-018.;P2
CODE-181;scripts/check-variantes-coffret.js;125;MOYEN;Le corps rend 11 assertions : le garde-fou « contrôle amputé » tolère donc une assertion perdue en silence.;extrait verifie ligne 125 : const ASSERTIONS_ATTENDUES = 10,;Remesurer le compte et le porter à 11, ou générer le seuil à l'exécution.;P2
CODE-182;scripts/check-prix-confirmes.js;147;MOYEN;Même écart d'une unité : 15 appels à ok() dans le corps pour un seuil à 14, donc une assertion peut disparaître sans déclencher l'alerte d'amputation.;extrait verifie ligne 147 : const ASSERTIONS_ATTENDUES = 14,;Remesurer le seuil et le documenter avec la commande qui l'a compté.;P2
CODE-183;scripts/check-prix-confirmes.js;89;BON;Le module est jeté du cache avant ET après usage, avec restauration de FIREBASE_SERVICE_ACCOUNT : la porte ne laisse pas d'état derrière elle pour la suite de la CI.;extrait verifie ligne 89 : delete require.cache[require.resolve('../api/_lib/catalog.js')],;Conserver.;P3
CODE-184;scripts/check-plan-traqueur.js;102;MOYEN;Quand WATCH_SECRET n'était pas défini, `avant` vaut undefined et l'affectation écrit la chaîne « undefined » dans l'environnement, que les portes suivantes liront comme un secret présent.;extrait verifie ligne 102 : process.env.WATCH_SECRET = avant,;Utiliser le motif `if (avant === undefined) delete process.env.WATCH_SECRET, else …` déjà employé dans check-revolut.js.;P2
CODE-185;scripts/check-revolut.js;160;MOYEN;'prod' n'appartient pas au tableau parcouru : cette garde est morte et laisse croire à une exception qui n'existe pas.;extrait verifie ligne 160 : if (v === 'prod') return,;Supprimer la ligne.;P3
CODE-186;scripts/check-revolut.js;43;BON;La signature est éprouvée contre le vecteur de test officiel du fournisseur, puis dans les deux sens (octet modifié, horodatage modifié, en-tête multiple).;extrait verifie ligne 43 : ok(R.calculerSignature(SECRET, TS, Buffer.from(RAW, 'utf8')) === ATTENDU,;Conserver.;P3
CODE-187;scripts/check-paiement.js;1596;MOYEN;Lecture hors du `if (fs.existsSync(WH))` de la ligne 278 : si api/webhook.js manquait, la porte de l'argent explose en TypeError/ENOENT au lieu de rendre ses constats.;extrait verifie ligne 1596 : var whSrc2 = fs.readFileSync(WH, 'utf8'),;Regrouper les lectures de webhook.js sous une garde d'existence unique.;P2
CODE-188;scripts/check-paiement.js;1043;MOYEN;`admSrc` est déclaré dans un bloc conditionnel plus haut , api/admin.js absent, il vaut undefined et `.match` jette au milieu du contrôle du contrôle fiscal.;extrait verifie ligne 1043 : var mTestAdr = admSrc.match(/type === 'revolut-commande-test'[\s\S]{0,2600}?meta;Charger admSrc une seule fois, en haut, avec un préalable explicite.;P2
CODE-189;scripts/check-paiement.js;575;MOYEN;ADM, admSrc, CPI et cpiSrc sont redéclarés et relus deux fois chacun dans la même fonction de 1660 lignes , api/admin.js est lu trois fois au total.;extrait verifie ligne 575 : var ADM = path.join(RACINE, 'api', 'admin.js'),;Lire chaque source une fois en tête de fonction et découper le contrôle en sections nommées.;P2
CODE-190;scripts/check-paiement.js;1500;BON;La fonction de production est extraite puis EXÉCUTÉE sur six combinaisons d'état au lieu d'être décrite par une expression régulière — la preuve porte sur le comportement, pas sur la forme.;extrait verifie ligne 1500 : var fab = new Function('doc', 'return (' + mMaj[0].replace(/^\s*function majBout;Conserver.;P3
CODE-191;scripts/check-price-watch.js;216;MOYEN;Seul endroit du dépôt où products.json est consommé sans le repli `Array.isArray(brut) ? brut : brut.products` : le jour où le catalogue passe en objet, la porte du traqueur meurt.;extrait verifie ligne 216 : var skus = {}, products.forEach(function (p) { skus[String(p.sku).toUpperCase()];Réutiliser le même déballage que la ligne 1957 du même fichier.;P2
CODE-192;scripts/check-price-watch.js;314;BAS;`var adm` est déclaré deux fois (l.119 et l.314) et api/admin.js est relu du disque cinq fois sous cinq noms (adminSrc, adminSrcMs, adminSrc2, srcMoves, srcAdmin) dans une même fonction de 3900 lignes.;extrait verifie ligne 314 : var adm = require('../api/admin.js'),;Une seule lecture nommée `adminSrc` en tête, et découper le fichier par domaine (parseurs, couverture, barrière, journal).;P2
CODE-193;scripts/check-price-watch.js;1960;BAS;`pc` écrase la référence à pp.parseClickoutil posée ligne 412 dans la même portée de fonction , même collision pour `pb`, `page`, `lues`, `gardes` et `rSecInc`.;extrait verifie ligne 1960 : var pc = prods[ci],;Renommer les variables de boucle ou passer en `let` dans des blocs, pour que la collision devienne une erreur.;P3
CODE-194;scripts/check-price-watch.js;2087;MOYEN;Le module catalog est monkey-patché puis restauré 50 puis 1400 lignes plus loin sans try/finally : une assertion qui jette entre les deux laisse le faux loadCatalog en place pour toute la suite de la CI.;extrait verifie ligne 2087 : catMod.loadCatalog = function () { appelsLoadCatalog++, return vraiLoadCatalog.a;Encadrer la substitution par un try/finally.;P2
CODE-195;scripts/check-price-watch.js;1952;BON;Préalable qui refuse de mesurer des lectures Firestore contre une vraie base, et le dit au lieu de sauter le bloc en silence.;extrait verifie ligne 1952 : ok(!process.env.FIREBASE_SERVICE_ACCOUNT,;Conserver.;P3
CODE-196;scripts/check-traqueur.js;113;MOYEN;SANS_SOURCE est un objet littéral : une marque nommée « constructor » ou « toString » hériterait d'une dispense par le prototype d'Object.;extrait verifie ligne 113 : if (SANS_SOURCE[marque]) return, // trou assumé, motivé, documenté;Déclarer SANS_SOURCE avec Object.create(null), comme le fait check-price-watch pour ses index.;P3
CODE-197;scripts/check-tunnel-paiement.js;62;MOYEN;Fenêtre fixe de 20 000 signes : un champ obligatoire ajouté au-delà de cette limite serait déclaré MANQUANT alors qu'il existe — le piège de la « fenêtre fixe » que le fichier lui-même documente ailleurs.;extrait verifie ligne 62 : var modale = iModale === -1 ? '' : html.slice(iModale, iModale + 20000),;Découper sur la balise fermante réelle de la modale plutôt que sur un nombre d'octets.;P2
CODE-198;scripts/check-tunnel-paiement.js;201;BON;Les commentaires sont retirés avant recherche, avec le motif écrit (une note explicative satisfaisait la regex et laissait la porte verte).;extrait verifie ligne 201 : var appSansCom = app.replace(/\/\*[\s\S]*?\*\//g, ' ').replace(/(^|[^:])\/\/[^\n;Conserver.;P3
CODE-199;scripts/couverture.js;78;BAS;Un garde-entonnoir cassé ou amputé de PROTEGES/LISTES fait rendre [] : la sonde des angles morts devient verte au moment précis où sa source est en panne, ce que ci.js refuse pour toutes les autres portes.;extrait verifie ligne 78 : try { ent = require('./garde-entonnoir.js'), } catch (e) { return [], } // absen;Distinguer « module absent » de « module illisible » et remonter une erreur dans le second cas.;P2
CODE-200;scripts/check-loyalty.js;35;MOYEN;Le fichier n'a aucun bloc `require.main === module`, contrairement à la règle posée dans check-csp.js après le contre-audit D2 , il partage ce manque avec check-paths, check-pricing, check-prix-affiches, check-prix-fuite, check-watch-auth et check-required-ids.;extrait verifie ligne 35 : clientTiers = new Function('return ' + m[1] + ',')(),;Ajouter le bloc de lancement direct aux sept portes concernées.;P3
CODE-201;scripts/check-prix-affiches.js;94;MOYEN;Le repli est plus large que le motif principal : dès que la forme précise ne trouve rien, toute occurrence de formatPrice(est.price) devient une alerte, quel que soit son contexte.;extrait verifie ligne 94 : annonces = (src.match(/formatPrice\(est\.price\)/g) || []),;Fusionner les deux motifs en une seule règle, ou ancrer le repli sur le contexte d'affichage.;P2
CODE-202;scripts/check-products-json.js;26;BON;La cible est injectable, et l'indentation est comparée à `git show HEAD:` plutôt qu'au fichier lui-même — la porte ne peut plus être son propre point fixe.;extrait verifie ligne 26 : var PRODUCTS = process.env.PRODUCTS_JSON || path.join(ROOT, 'products.json'),;Conserver.;P3
CODE-203;scripts/check-products-json.js;65;MOYEN;Le taux 1.20 est recopié alors que le champ `vat` est vérifié à 0.2 deux lignes plus bas : deux écritures d'une même vérité.;extrait verifie ligne 65 : var expected = p.price_ht * 1.20,;Calculer `expected` depuis `p.vat`.;P3
CODE-204;scripts/check-coffret-poids.js;122;MOYEN;Si la fonction est renommée, indexOf rend -1, le bloc se réduit au dernier caractère et l'assertion `!/heavyKg/` passe au vert sur du vide.;extrait verifie ligne 122 : var bloc = f[1].slice(f[1].indexOf('function coffretSurchargeCents')),;Poser un préalable qui échoue quand `function coffretSurchargeCents` est introuvable.;P2
CODE-205;scripts/check-coffret.js;14;MOYEN;`heavyKg` est encore exigé alors que le fichier explique lignes 17-21 que le poids ne décide plus du palier : la porte gèle une constante déclarée obsolète.;extrait verifie ligne 14 : ok(S && S.petit === 15 && S.gros === 25 && S.heavyKg === 3, 'paliers serveur (15;Sortir heavyKg de l'assertion ou documenter qu'on garde la compatibilité de champ, pas la règle.;P3
CODE-206;scripts/check-catalog-public.js;127;BON;Le passage à l'asynchrone est traité de bout en bout : promesse rendue à ci.js, et le bloc de lancement direct corrigé pour ne pas tester `.length` sur une Promise.;extrait verifie ligne 127 : return Promise.all(verifs).then(function () { return errors, }),;Conserver.;P3
CODE-207;scripts/check-deploiement.js;181;BON;Ce qu'aucune exécution ne peut atteindre est gardé à la source sur un invariant, avec le préalable qui vérifie que les deux filtres existent encore.;extrait verifie ligne 181 : var nus = (horsFiltres.match(/\.message\b/g) || []).length,;Conserver.;P3
CODE-208;scripts/check-horaires.js;68;MOYEN;La parité client/serveur s'obtient en extrayant cinq fonctions d'app.js par comptage d'accolades et en les évaluant dans une VM : puissant, mais tributaire du style d'écriture d'app.js.;extrait verifie ligne 68 : vm.runInContext(offset[0] + '\n' + morceaux.map((m) => m.code).join('\n'), bac),;Conserver, mais garder le préalable actuel qui échoue nommément dès qu'une fonction n'est plus extractible.;P3
CODE-209;scripts/check-firestore-queries.js;17;MOYEN;Aucune garde autour du parcours : api/ absent, la porte jette au lieu de rendre un constat, contrairement à check-functions.js qui traite ce cas juste à côté.;extrait verifie ligne 17 : fs.readdirSync(dir).forEach(function (name) {;Envelopper walk() dans un try/catch qui remonte « dossier api/ introuvable ».;P3
CODE-210;scripts/check-memoire.js;196;MOYEN;Le plancher de 1000 lignes du journal est un chiffre gravé qui ne dit pas ce qu'il mesure , il ne détecte qu'une perte massive, pas la perte d'une ligne.;extrait verifie ligne 196 : } else if (lignes(journal).length < 1000) {;Comparer à la version en dépôt (git show HEAD:) comme le fait check-products-json pour l'indentation.;P3
CODE-211;scripts/check-memoire.js;49;BON;Le compteur de lignes reproduit exactement `wc -l` après avoir refusé un fichier conforme : l'instrument a été corrigé plutôt que le seuil.;extrait verifie ligne 49 : function lignes(f) {;Conserver.;P3
CODE-212;scripts/erreurs.js;99;MOYEN;La classe est déduite du 3e caractère de l'identifiant : le jour où une classe O10 apparaît, tous ses cas seront rattachés à O1.;extrait verifie ligne 99 : var o = 'O' + id.charAt(2),;Extraire le préfixe par expression régulière plutôt que par position.;P3
CODE-213;scripts/erreurs.js;112;BON;Le compteur annoncé au sommaire est recoupé avec le nombre de cas réellement écrits : la mesure de récidive ne peut pas devenir décorative.;extrait verifie ligne 112 : var m = l.match(/\|\s*\*\*(O\d+)\*\*\s*\|[^|]*\|\s*(\d+)\s*\|/),;Conserver.;P3
CODE-214;scripts/garde-sortie.js;183;BON;La fenêtre de lecture du transcript s'agrandit jusqu'à PROUVER qu'elle couvre le tour entier, sinon S3 se désactive — un refus à tort coûtant plus cher qu'un contrôle absent.;extrait verifie ligne 183 : var FENETRES = [8, 32, 128, 512].map(function (m) { return m * 1024 * 1024, }),;Conserver.;P3
CODE-215;scripts/garde-sortie.js;440;BON;L'auto-contrôle éprouve les deux sens (ce qui doit être refusé, ce qui doit passer) sur 37 cas, et il est branché à la CI par module.exports.;extrait verifie ligne 440 : var CAS = [;Conserver.;P3
CODE-216;scripts/garde-entonnoir.js;195;MOYEN;`return` au niveau module ne tient qu'à l'enveloppe CommonJS : le fichier cesserait de fonctionner en ESM, et la lecture de stdin qu'il protège tuait silencieusement l'appelant.;extrait verifie ligne 195 : if (require.main !== module) return,;Remplacer par un `if (require.main === module) { … }` englobant le bloc hook.;P3
CODE-217;scripts/juridique.js;200;BON;Sonde d'angle mort : un fichier chargé juridiquement doit être rattaché ou écarté NOMMÉMENT, avec seuil et motifs — c'est le seul contrôle capable d'attraper un oubli de table.;extrait verifie ligne 200 : tous.filter(function (f) { return /^pirates-tools\/api\/.*\.js$/.test(f), });Conserver.;P3
CODE-218;scripts/interdits.js;145;BON;Chaque interdit est prouvé mordant sur sa phrase d'épreuve ET muet sur trois demandes anodines : la double direction est intégrée au contrôle.;extrait verifie ligne 145 : EPREUVES.forEach(function (e) {;Conserver.;P3
CODE-219;scripts/garde-fraicheur.js;80;BON;La décision est isolée de toute entrée/sortie et éprouvée sur sept cas dans les deux sens , le refus s'auto-annule pour ne jamais enfermer la session.;extrait verifie ligne 80 : function verdict(connue, actuelle) {;Conserver.;P3
CODE-220;scripts/aligner-prix-idealo.js;203;MOYEN;Le CSV de mouvement est écrit AVANT le test de `--confirmer`, si bien que le mode essai annonce ligne 209 « rien n'a été écrit » alors qu'un fichier vient d'être créé.;extrait verifie ligne 203 : ].join(',')].concat(lignesRap.map((x) => x.map(champ).join(','))).join('\r\n') +;Déplacer l'écriture du CSV après la garde --confirmer, ou corriger le message d'essai.;P2
CODE-221;scripts/aligner-prix-idealo.js;141;MOYEN;`priceHtFor` est déréférencé hors du try/catch qui entoure recommend() : un retour sans cette propriété fait planter l'outil de prix au lieu de compter la fiche en « sans coût ».;extrait verifie ligne 141 : if (!reco || !(reco.priceHtFor.price > 0)) { sansCout.push(p.sku), return, };Tester `reco && reco.priceHtFor && reco.priceHtFor.price > 0`.;P2
CODE-222;scripts/aligner-prix-idealo.js;216;BON;Sauvegarde avant écriture, format préservé via _format-catalogue, et relecture des paires inversées avant de committer le changement.;extrait verifie ligne 216 : fmtCat.ecrireCommeAvant(sauve, brut, fs.readFileSync(fCat, 'utf8')),;Conserver.;P3
CODE-223;scripts/aligner-prix-affiches.js;56;MOYEN;Le catalogue est réécrit avec une indentation gravée à 2 au lieu de passer par `_format-catalogue.ecrireCommeAvant`, module créé le 08/08 précisément pour supprimer ces huit écritures dispersées.;extrait verifie ligne 56 : fs.writeFileSync(FICHIER, JSON.stringify(brut, null, 2) + '\n'),;Remplacer par fmtCat.ecrireCommeAvant(FICHIER, brut, texte).;P2
CODE-224;scripts/importer-catalogue.js;122;MOYEN;Même écriture directe du catalogue sans le module de format : la porte check-products-json compare pourtant l'indentation à celle du dépôt.;extrait verifie ligne 122 : fs.writeFileSync(FICHIER, JSON.stringify(sortie, null, 2) + '\n'),;Passer par fmtCat.ecrireCommeAvant.;P2
CODE-225;scripts/importer-catalogue.js;38;BON;Trois gardes explicites (pas de rétrécissement, pas de champ interne, pas d'écart de prix aberrant sans --force) puis relecture après écriture.;extrait verifie ligne 38 : var ECART_MAX = 0.35, // 35 % : au-delà, on suspecte le traqueur, pas le prix;Conserver.;P3
CODE-226;scripts/archiver-fiches.js;170;MOYEN;Troisième écriture directe du catalogue, et les deux branches divergent : la variante tableau n'ajoute pas le saut de ligne final que l'autre ajoute.;extrait verifie ligne 170 : if (Array.isArray(brut)) fs.writeFileSync(fCat, JSON.stringify(tri.garde, null, ;Unifier via fmtCat.ecrireCommeAvant.;P2
CODE-227;scripts/archiver-fiches.js;147;MOYEN;Le fichier d'archive est écrit AVANT le déplacement des visuels , si une empreinte diverge, l'outil sort en 1 avec le catalogue intact mais un fichier d'archive déjà créé — les fiches existent alors en double.;extrait verifie ligne 147 : fs.writeFileSync(dest, JSON.stringify(tri.archive, null, 2)),;Écrire l'archive seulement après la vérification complète des empreintes, ou la supprimer sur le chemin d'échec.;P2
CODE-228;scripts/archiver-fiches.js;111;MOYEN;L'argument --categorie est compilé en expression régulière sans échappement : une catégorie contenant `(`, `+` ou `|` change le périmètre d'un geste destructif.;extrait verifie ligne 111 : : ((p) => new RegExp(categorie, 'i').test(String((p && p.category) || ''))),;Échapper les métacaractères ou comparer en texte simple.;P3
CODE-229;scripts/classer-idealo.js;265;MOYEN;Le plafond serveur de 40 entrées est recopié ici : le jour où le serveur change ce nombre, le compteur de pages plafonnées ment sans que rien ne rougisse.;extrait verifie ligne 265 : if ((j.sansRefDetail || []).length >= 40) pagesPlafonnees++,;Exposer le plafond depuis api/admin.js et le relire, comme le fait check-price-watch pour PW_MANQUANTS_MAX.;P2
CODE-230;scripts/classer-idealo.js;384;MOYEN;Le nombre de pages du plan est gravé à 67 alors que api/_lib/traqueur-plans.js le déclare — deuxième vérité qui se périmera.;extrait verifie ligne 384 : const pagesAttendues = iP !== -1 ? parseInt(argv[iP + 1], 10) : 67,;Lire `plan(marque, source).pages` en défaut.;P3
CODE-231;scripts/classer-idealo.js;97;BON;Fonction pure, sans accès disque, qui rend TOUJOURS un signal expliquant d'où vient le verdict et range en « À TRANCHER » plutôt que de distribuer au hasard.;extrait verifie ligne 97 : function classer(car, titre) {;Conserver.;P3
CODE-232;scripts/releve-depuis-csv.js;77;MOYEN;La marque à retirer du titre est gravée à « DeWALT » alors que l'outil accepte `--marque` : avec une autre marque, le préfixe reste et l'importateur le redouble.;extrait verifie ligne 77 : .replace(/^\s*de\s*walt\s+/i, '');Construire l'expression depuis le paramètre marque.;P2
CODE-233;scripts/releve-depuis-csv.js;179;MOYEN;Indentation 1 — exactement la forme d'écriture que _format-catalogue.js documente comme cause de 57 795 insertions dans un diff.;extrait verifie ligne 179 : fs.writeFileSync(sortie, JSON.stringify(doc, null, 1)),;Écrire en indentation 2 pour rester relisible en revue.;P3
CODE-234;scripts/releve-depuis-csv.js;14;MOYEN;Le fichier ancre sa justification sur un numéro de ligne, ce que l'en-tête de ou.js interdit explicitement (garde-fou G7 : un numéro se périme au premier ajout).;extrait verifie ligne 14 : `api/admin.js:2799` fait;Citer le nom de fonction (`pwComputePrice`) au lieu de la ligne.;P3
CODE-235;scripts/fusionner-variantes.js;102;MOYEN;Même écart à la règle G7 : un numéro de ligne d'app.js est gravé en commentaire.;extrait verifie ligne 102 : (ligne 1369). Sans lui, le client verrait toujours deux cartes. */;Citer la fonction d'app.js qui lit variantSecondary.;P3
CODE-236;scripts/fusionner-variantes.js;169;BON;Les liaisons sont relues et le refus d'écrire tombe AVANT toute écriture du catalogue, sauvegarde horodatée à l'appui.;extrait verifie ligne 169 : tous.forEach((p) => {;Conserver.;P3
CODE-237;scripts/comparer-site-idealo.js;101;MOYEN;Le motif rendu dans le CSV nomme DeWALT en dur alors que la marque est paramétrable : le rapport ment dès qu'on passe --marque Makita.;extrait verifie ligne 101 : 'aucune fiche DeWALT de ce modèle sur le site']),;Interpoler la variable `marque` dans le message.;P3
CODE-238;scripts/completer-titres.js;103;BON;Le titre candidat est refusé dès qu'il nomme une AUTRE référence que celle de la fiche : garde ajoutée après un défaut attrapé sur la propre sortie d'essai de l'outil.;extrait verifie ligne 103 : const lue = priceParse.lireReferenceDuTitre(titre, marque).ref,;Conserver.;P3
CODE-239;scripts/bilan-balayage.js;41;BON;Le découpage respecte chaînes et échappements, si bien qu'une accolade déséquilibrée dans un titre ne fait pas disparaître une réponse du total.;extrait verifie ligne 41 : function objetsJson(texte) {;Conserver.;P3
CODE-240;scripts/bilan-traqueur.js;117;MOYEN;Recherche linéaire dans toutes les offres pour chaque fiche non traitée, avec toUpperCase recalculé à chaque comparaison — quadratique sur un balayage de 4000 annonces.;extrait verifie ligne 117 : const citee = balayage.offres.find((o) => o.titre.toUpperCase().indexOf(sku) !==;Pré-calculer les titres en majuscules une fois, ou indexer par référence.;P3
CODE-241;scripts/bilan-traqueur.js;25;MOYEN;`_internals` est déréférencé au chargement sans garde : si l'export interne disparaît, l'outil meurt sur un TypeError opaque.;extrait verifie ligne 25 : const admin = require('../api/admin.js')._internals,;Vérifier la présence des trois fonctions utilisées et rendre un message explicite.;P3
CODE-242;scripts/account.js;132;MOYEN;ensureCompteView est appelé au chargement du script (l.136) : si app.js est chargé dans le <head>, D.body vaut null et l'appel jette avant tout câblage.;extrait verifie ligne 132 : D.body.appendChild(view),;Repousser l'appel dans le gestionnaire DOMContentLoaded déjà présent l.248.;P2
CODE-243;scripts/account.js;181;MOYEN;« a.b@c » passe la validation puisque le point est seulement exigé quelque part après le premier caractère, pas dans le domaine.;extrait verifie ligne 181 : function validEmail(s){ s = String(s||''), return !!(s && s.indexOf('@')>0 && s.;Exiger un point APRÈS l'arobase, ou s'appuyer sur la validation du champ type=email.;P3
CODE-244;scripts/menu-6b.js;10;MOYEN;Condition sans effet : le drapeau est posé à 1 dans tous les cas, et il n'est lu nulle part ailleurs dans le fichier.;extrait verifie ligne 10 : if (W.__ptP6BNav!==1) W.__ptP6BNav = 1,;Supprimer la ligne ou s'en servir réellement pour garantir l'idempotence annoncée en tête.;P3
CODE-245;scripts/mfa-unlock.js;26;MOYEN;Une adresse e-mail personnelle réelle est gravée dans l'exemple d'usage — exactement ce que check-fuites.js refuse, mais scripts/ n'est pas dans son périmètre.;extrait verifie ligne 26 : node scripts/mfa-unlock.js justforwada@icloud.com;Remplacer par un exemple générique et étendre le balayage de check-fuites à scripts/.;P2
CODE-246;scripts/mfa-unlock.js;123;MOYEN;Le retrait de tous les seconds facteurs s'exécute sans --confirmer, alors que tous les autres outils destructifs du dépôt (archiver-fiches, trier-archives, fusionner-variantes) sont en essai par défaut.;extrait verifie ligne 123 : return auth.updateUser(u.uid, { multiFactor: { enrolledFactors: null } });Aligner sur la règle du projet : essai par défaut, écriture derrière --confirmer.;P2
CODE-247;scripts/set-admin-claim.js;13;MOYEN;L'adresse personnelle du propriétaire est gravée dans le mode d'emploi d'un script qui accorde le privilège admin : elle désigne la cible à attaquer, le motif exact de check-fuites.;extrait verifie ligne 13 : node scripts/set-admin-claim.js ki.legrix@gmail.com;Remplacer par <email> et purger la mention.;P2
CODE-248;scripts/inventaire-visuels.js;48;BON;Trois encodages WebP traités séparément, JPEG parcouru segment par segment, et tout format non reconnu rend null plutôt qu'un nombre crédible et faux.;extrait verifie ligne 48 : function dimensions(buf) {;Conserver.;P3
CODE-249;scripts/check-importer-dossiers.js;71;BON;Les sujets sont choisis à l'exécution sur un critère relisible, et l'absence de quatre sujets fait ÉCHOUER la porte au lieu de la faire verdir à vide.;extrait verifie ligne 71 : function choisirSujets(n) {;Conserver.;P3
CODE-250;scripts/check-reconciliation.js;24;MOYEN;`socle` est chargé ligne 27 et n'est utilisé nulle part dans le fichier — variable morte qui laisse croire à une dépendance.;extrait verifie ligne 24 : var R, socle,;Supprimer la déclaration et le require associé.;P3
CODE-251;scripts/check-reconciliation.js;169;BON;Les entrées aberrantes sont éprouvées explicitement pour garantir que le filet ne plante pas, en plus des deux sens (orphelin trouvé / orphelin inventé).;extrait verifie ligne 169 : [null, undefined, [], [null], [{}], [{ etat: 'paye' }]].forEach(function (v) {;Conserver.;P3
CODE-252;scripts/check-partner-application.js;243;BON;Cache require, global.fetch, deux variables d'environnement et console.error sont tous restaurés dans un finally : la porte ne pollue pas les contrôles qui suivent.;extrait verifie ligne 243 : } finally {;Conserver — c'est le modèle que p3-dispatch-live devrait suivre.;P3
CODE-253;scripts/test-rules.js;103;MOYEN;Le jeu d'essai des règles porte encore `method: 'stripe'` et `stripeSessionId` alors que le fournisseur a été retiré du dépôt le 01/08/2026.;extrait verifie ligne 103 : await check('Alice crée une commande pending (paiement carte initié)', assertSuc;Décider si l'allowlist Firestore doit encore accepter ces champs, puis aligner règles et test.;P3
CODE-254;scripts/md2txt.mjs;7;MOYEN;Aucune validation des deux arguments : lancé sans paramètre, l'outil meurt sur une trace Node illisible au lieu de rendre son usage.;extrait verifie ligne 7 : const src = readFileSync(process.argv[2], 'utf8').split('\n'),;Ajouter un contrôle des argv avec message d'usage.;P3
CODE-255;scripts/_format-catalogue.js;21;BON;L'indentation est MESURÉE sur le fichier à réécrire au lieu d'être gravée, et la fin de ligne d'origine est préservée : la seule valeur qui ne se périme pas.;extrait verifie ligne 21 : function indentDe(texte) {;Conserver, et achever la migration des cinq écritures directes restantes.;P3
CODE-256;scripts/check-accounting.js;182;BON;La garde a été ajoutée après qu'un sabotage a fait CRASHER le contrôle au lieu de le faire échouer : un contrôle qui plante masque tous les suivants.;extrait verifie ligne 182 : if (moisRemb[0]) near(moisRemb[0].ca_ttc, -108.50, 0.01, 'ce mois-là est NÉGATIF;Conserver, et généraliser ce motif aux déréférencements de check-analytics.js.;P3
CODE-257;scripts/check-invoice.js;18;BON;Les deux régimes fiscaux et le cas « identité vendeur manquante » sont couverts, y compris les mentions légales de garantie.;extrait verifie ligne 18 : var i1 = inv.buildInvoice(pay, { raisonSociale: 'Pirates Tools', formeJuridique:;Conserver.;P3
CODE-258;scripts/check-demandes.js;59;BON;Registre vide et ligne sans état sont tous deux refusés : la porte ne peut pas verdir parce qu'elle n'a rien lu.;extrait verifie ligne 59 : if (!lignes.length) {;Conserver.;P3
CODE-259;scripts/check-lecons.js;49;BON;Une ligne malformée est nommée pour ce qu'elle est plutôt que diagnostiquée de travers sur une colonne décalée.;extrait verifie ligne 49 : if ((l.match(/\|/g) || []).length !== 5) {;Conserver.;P3
CODE-260;scripts/check-visuels.js;70;BON;L'instrument de mesure est lui-même mesuré, cas limites compris (1×1, format inconnu, placeholder), sans toucher au disque.;extrait verifie ligne 70 : var inconnu = inv.dimensions(Buffer.from('ceci n\'est pas une image du tout', 'a;Conserver.;P3
CODE-261;scripts/check-watch-auth.js;92;BON;Le débordement de portée est rendu OBSERVABLE en activant explicitement la voie admin avec une clé différente, après qu'un premier jet était vert sans pouvoir voir la fuite.;extrait verifie ligne 92 : process.env.ADMIN_SECRET = 'clef-admin-distincte-abcdefghij',;Conserver.;P3
CODE-262;scripts/check-pricing.js;82;BON;La fusion de configuration appelle la fonction de PRODUCTION au lieu d'une jumelle, après qu'un sabotage a montré qu'une copie ne protège que la copie.;extrait verifie ligne 82 : function fusionner(enBase) {;Conserver.;P3
CODE-263;scripts/check-asset-versions.js;42;BON;Les trois versions (VERSION, ASSET_VER, ICON_VER) sont recoupées entre sw.js et index.html avec un préalable sur le nombre de références trouvées.;extrait verifie ligne 42 : var iconRefs = html.match(/(?:icons\/icon-\d+\.png|manifest\.webmanifest)\?v=(\d;Conserver.;P3
CODE-264;scripts/check-csp.js;63;BON;Fichier court, lectures gardées, et le bloc de lancement direct posé après le contre-audit D2 — modèle à généraliser aux sept portes qui en manquent.;extrait verifie ligne 63 : if (require.main === module) {;Conserver.;P3
CODE-265;scripts/check-pricing-model.js;34;MOYEN;Golden recalibré à la main (73 ± 8) : le jour où le modèle de marge bouge légitimement, la porte rougit sur du code sain.;extrait verifie ligne 34 : near(rColis.markup * 100, 73, 8, 'Colissimo visseuse markup ~65-81 %'),;Tester l'invariant (marge après IS ≥ 15 %) plutôt que la valeur intermédiaire de markup.;P3
CODE-266;scripts/check-classer-idealo.js;610;BON;Le seuil d'amputation est déclaré mesuré, daté, et vit dans l'enveloppe et non dans le corps, pour qu'un return égaré ne le saute pas.;extrait verifie ligne 610 : const ASSERTIONS_ATTENDUES = 95,;Conserver — et appliquer la même rigueur de mesure aux seuils faux de check-variantes-coffret et check-prix-confirmes.;P3
